,800,973,1147,1320,1493,1667,1840,2186,2533,3053,3573,4093,4613,4960
10.30000019,535.6590184,656.8474084,652.5258483,652.5248544,620.9029169,639.7568457,615.2350488,590.5780125,615.6540153,659.3910821,668.6271536,702.017031,701.7562877,725.1717035
18.22666705,414.2757681,432.230573,428.8367384,421.6946809,425.4456511,425.1002578,413.790345,417.7425497,433.8885505,449.4226042,462.2594151,477.6720757,484.9063584,499.3261274
26.15333392,360.9208268,350.0094735,344.5158711,344.6052975,344.3905316,339.9117546,338.4495106,356.8395657,363.8138552,374.5511077,386.4857536,392.8099334,400.3144398,408.0113823
34.08000078,331.92414,315.1288158,310.9141483,308.649056,309.4950588,307.8115874,306.7067201,320.9121379,326.0580145,333.8950839,344.3329903,350.2831953,355.7238292,360.2647292
42.00666765,314.3421474,297.0688255,291.3526874,294.360089,291.1835783,289.697471,287.1903737,299.736183,301.6411095,309.9636282,318.2297326,322.7100932,327.2118765,329.4989413
49.93333451,301.698018,286.9268597,279.6853373,279.4666507,279.5295206,278.3055748,274.6501188,285.1234624,286.0961859,293.4872985,299.8143125,304.460249,307.528229,310.1714285
57.86000137,291.4619442,280.1388626,276.3764528,275.494423,273.2317941,278.7283964,265.1329712,273.3259954,274.8405386,279.5212104,286.3507841,290.8186231,292.8779416,295.9997415
65.78666824,282.9676992,271.2279305,277.5846527,272.2347787,266.4650882,265.3737445,258.3796184,265.7962676,265.7739888,270.4376383,275.9366343,279.9665128,282.1515617,286.8281151
73.7133351,275.9973212,264.3627797,270.3262094,266.2080365,260.822267,254.1850313,252.3696228,258.5541058,258.9003606,261.9661119,267.1463441,271.6127678,273.3804824,276.3810527
81.64000196,272.3808706,261.061381,260.7409616,259.5230061,258.9291133,250.9545812,247.7240371,254.8971225,253.6146215,254.8033337,259.5001044,263.5442168,265.7985542,270.2395978
89.56666883,272.3528039,259.0872849,257.0360944,257.6701018,255.591514,246.8400304,244.8038611,248.504619,249.46087,249.9646076,254.2642559,258.8426827,260.8856846,264.8305031
97.49333569,270.614603,256.7471771,254.0433754,253.1073181,252.2453965,248.5513658,242.9812848,246.6497548,245.7605381,246.0687627,250.0570978,254.6893933,256.919887,260.6330765
105.4200026,263.4132583,255.9613105,254.2487918,252.187524,249.0782544,253.0795088,249.39583,244.5631208,241.9187261,242.3886755,245.6871557,250.2521092,253.5128826,257.7919971
113.3466694,267.2517055,260.4358696,254.6984389,248.8631982,244.5712632,242.4524612,238.0702137,243.333281,240.3583823,239.2189921,242.6341252,246.6289943,250.9844364,255.6933873
121.2733363,275.7201395,266.7809289,251.7551757,245.153565,241.5236993,237.93362,232.6409444,239.8312694,238.3618514,236.7795111,239.666606,244.221019,248.7169164,252.4792341
129.2000031,285.8916065,274.5639949,261.3697318,252.0369176,244.1371737,247.8266857,241.2386139,236.4697254,234.9099239,235.0063504,237.5186868,241.6993659,246.6961894,249.7925025
137.12667,294.5927129,281.3520285,263.8465703,253.4153605,243.0976301,246.8574171,242.9986925,236.4065921,234.6388598,234.2922124,236.7935714,240.7921266,244.198781,248.2789543
145.0533369,298.4370324,281.768803,267.228307,255.1312325,243.9976221,245.8129799,241.0056353,235.6102477,235.1555208,234.0061953,236.2193261,239.931624,242.4118224,248.6747422
152.9800037,305.5329779,286.9521536,273.6222731,259.4941769,245.2405077,246.5255039,241.8808315,235.7362396,235.5221918,233.9075726,236.44277,239.2668206,243.7143044,251.5757411
160.9066706,314.2738455,294.4084552,279.3932785,262.3695793,246.360938,246.5898851,243.4519997,237.2707588,235.8527365,233.9545499,236.644199,240.2067243,244.8884593,252.2600314
168.8333375,321.0134983,301.2185472,285.2772224,265.6544827,248.7413928,247.2723982,243.6814361,239.9703426,237.4657893,236.9911225,238.9946855,241.6080439,248.5261429,257.7332902
176.7600043,327.7156281,307.9569569,290.6334444,269.5074352,251.9259239,248.6397195,245.397006,241.3697451,238.7641708,239.54456,241.4785887,242.8836813,254.6106936,265.3555056
184.6866712,332.8176847,311.3280405,293.7403899,273.2491734,254.8370977,249.7728079,245.6531667,241.1925071,239.9511005,241.8788127,241.6357247,244.7361097,260.1729521,269.3040726
192.6133381,336.3259412,314.4983786,298.8804622,277.0242287,257.6200592,251.0833994,244.9851559,243.8356879,242.1282128,243.3690894,246.2337606,252.167867,265.1799631,278.0108128
200.5400049,338.0622188,313.2676126,294.7262494,279.491785,260.3568798,251.2484556,243.820036,245.8897264,244.5049382,244.2829036,253.6701932,258.8156743,267.1497008,286.7448768
208.4666718,338.8721491,312.7132965,296.5170584,282.6531593,262.8855726,251.4009597,242.957915,246.1505982,246.7899108,245.8433354,260.4892847,264.6202138,268.9696452,289.1563444
216.3933386,339.2530339,311.7581015,294.6050507,278.2493428,263.0055549,254.0881095,246.3778128,250.3048184,250.4969152,253.1298247,259.9094287,277.4135903,292.600205,306.5409628
224.3200055,339.0359761,308.6982877,287.4178238,270.5691318,261.7199025,259.1152891,252.0036664,253.9369188,254.0066033,260.5113,267.1741193,282.4101355,315.9185046,308.3354079
232.2466724,339.5221623,306.9525346,284.5462387,269.0957881,261.7043322,262.4287744,257.3976057,256.0768235,258.3880734,267.4411021,276.386922,295.2310391,306.3661003,309.5184776
240.1733392,342.069445,307.978651,285.1078655,271.0430421,265.6495314,266.7784485,263.0896292,258.2832203,258.2621133,273.0044648,290.619223,315.4101159,311.5380875,309.0884193
248.1000061,347.2616417,311.7618051,287.5451813,270.1975998,262.6600384,270.0337242,265.5885845,260.0792073,256.2844513,274.587386,292.3272113,308.829377,308.8722936,306.3851231
